,t,r,p,p_fdr
7Networks_LH_DorsAttn_Post_4,-1.5369118968659812,-0.05540760025700531,0.1247440702471525,0.24459621617088725
7Networks_LH_DorsAttn_Post_5,0.5645615058146322,0.02024664646507479,0.5725419895717607,0.7156774869647009
7Networks_LH_DorsAttn_Post_6,-0.9534145435410074,-0.03430442607426724,0.34069097569174034,0.4867013938453434
7Networks_LH_DorsAttn_PrCv_1,1.9147049196896775,0.06904323528642939,0.055918588726355675,0.15532941312876578
7Networks_LH_DorsAttn_FEF_1,-0.8346202891125455,-0.030140992593336795,0.40420272086484266,0.5318456853484772
7Networks_LH_SalVentAttn_ParOper_1,1.5869680540877502,0.05682710791254576,0.11294419048829205,0.22708101823141438
7Networks_LH_SalVentAttn_FrOperIns_1,0.6592847312392794,0.023661295528657332,0.509917223351143,0.6537400299373628
7Networks_LH_SalVentAttn_FrOperIns_2,1.5886475697783167,0.056925464824657115,0.11256539506014297,0.22708101823141438
7Networks_LH_SalVentAttn_PFCl_1,2.459189258634961,0.0879250307098155,0.014151995853833482,0.07862219918796379
7Networks_LH_SalVentAttn_Med_1,2.2630958622946813,0.08095925188217096,0.02391756889907278,0.10398942999596861
7Networks_LH_SalVentAttn_Med_2,0.4463430319620807,0.016058972706278946,0.6554798783432398,0.7897347931846264
7Networks_LH_SalVentAttn_Med_3,-0.2146329955130015,-0.00773557743584948,0.8301127592674546,0.868093307887577
7Networks_LH_Limbic_OFC_1,1.7337026097776922,0.06264142399460021,0.08339191991227565,0.20612266951361166
7Networks_LH_Limbic_TempPole_1,-0.2247968150554841,-0.008099360142137258,0.8221995702118022,0.868093307887577
7Networks_LH_Limbic_TempPole_2,2.2193901450484224,0.080228038748002,0.0267672345235583,0.11153014384815958
7Networks_LH_Cont_Par_1,1.584338496009665,0.05666164462065256,0.11354050911570719,0.22708101823141438
7Networks_LH_Cont_PFCl_1,2.857941060221989,0.10242576277478839,0.004384087722285967,0.04384087722285967
7Networks_LH_Cont_pCun_1,0.6235708915450783,0.022325740228870357,0.5330997852839015,0.6748098547897486
7Networks_LH_Cont_Cing_1,0.467035410607239,0.01672320253886024,0.6406107344456468,0.7812326029824961
7Networks_LH_Default_Temp_1,2.0181930653166194,0.07289934448633642,0.04393594806844122,0.13772726196543222
7Networks_LH_Default_Temp_2,1.7274219368996488,0.06211755497273615,0.08451029450058077,0.20612266951361166
7Networks_LH_Default_Par_1,1.5859070122448395,0.05714535528639006,0.11318992695709826,0.22708101823141438
7Networks_LH_Default_Par_2,1.6948974700086608,0.06058191596651032,0.09051164092423908,0.215503906962474
7Networks_LH_Default_PFC_1,2.263394314213039,0.08151033591699376,0.023902622594069955,0.10398942999596861
