,younger,older,all
7Networks_RH_Limbic_OFC_1,0.28716753881022217,0.3053315133235266,0.3298847477588459
7Networks_RH_Limbic_TempPole_1,0.17626609588342723,0.5377224071676543,0.3364756460804441
7Networks_RH_Cont_Par_1,0.44804895932206773,0.3587488596376897,0.49760204892990023
7Networks_RH_Cont_Par_2,0.5981891953561105,0.6132156202250736,0.5709673220508197
7Networks_RH_Cont_PFCl_1,0.2801209007731966,0.07746866308012912,0.3391449039797294
7Networks_RH_Cont_PFCl_2,0.5442554294565508,0.7889442177454395,0.6994078643919852
7Networks_RH_Cont_PFCl_3,0.41022226901528724,0.5883433972171244,0.5424512453652441
7Networks_RH_Cont_PFCl_4,0.5421998986506359,0.6559196656795743,0.6388733122421721
7Networks_RH_Cont_Cing_1,0.47612163034667465,0.5616616188630075,0.5724055535570891
7Networks_RH_Cont_PFCmp_1,0.6713745728598539,0.792363429301203,0.6900093980937329
7Networks_RH_Cont_pCun_1,0.5092005222122048,0.5092950460843585,0.5160161786014006
7Networks_RH_Default_Par_1,0.36149830652462916,0.6456713553044606,0.496916404405293
7Networks_RH_Default_Temp_1,0.3004592007557834,0.644665412675094,0.42259893366212326
7Networks_RH_Default_Temp_2,0.18940651663409233,0.6911959114993909,0.4018183476065841
7Networks_RH_Default_Temp_3,0.48200719761697264,0.3810434338412778,0.5139708904636024
7Networks_RH_Default_PFCv_1,0.5074506897366933,0.4042560650911947,0.5064861078222003
7Networks_RH_Default_PFCv_2,0.6060867261986643,0.6084159398474435,0.6233566216475511
7Networks_RH_Default_PFCdPFCm_1,0.3823517076920569,0.46760020040472383,0.4269725987550975
7Networks_RH_Default_PFCdPFCm_2,0.409953609489064,0.6723623263494538,0.6191722382499217
7Networks_RH_Default_PFCdPFCm_3,0.5799871783793336,0.6014692358944198,0.5891465371187895
7Networks_RH_Default_pCunPCC_1,0.20174070199960173,0.21458523720382872,0.35703679578376385
7Networks_RH_Default_pCunPCC_2,0.515285240578704,0.6204487552652436,0.5996951752121609
