,younger,older,all
7Networks_RH_Vis_6,0.6497351615706028,0.7750005970759953,0.7071060700060635
7Networks_RH_Vis_7,0.3426366708508827,0.6101823246957733,0.41241620824789427
7Networks_RH_Vis_8,0.5000552270719806,0.7678664911541084,0.6571012168903823
7Networks_RH_SomMot_1,0.48472334227241026,0.7902965811222447,0.672795187856567
7Networks_RH_SomMot_2,0.6992655617348659,0.8382228662829652,0.781888142683678
7Networks_RH_SomMot_3,0.4479329036825732,0.6436274272123077,0.5558003013711688
7Networks_RH_SomMot_4,0.5493123250290253,0.4625158584971722,0.5456945167026022
7Networks_RH_SomMot_5,0.43065205483492985,0.5061475426545684,0.40623906229851325
7Networks_RH_SomMot_6,0.4662023768415201,0.6042857396331799,0.5881933822374985
7Networks_RH_SomMot_7,0.4916129575930531,0.6095654674241919,0.5229471815329901
7Networks_RH_SomMot_8,0.5474434200056368,0.4494974954375067,0.5496418862946284
7Networks_RH_DorsAttn_Post_1,0.6294132775452549,0.4076230050576255,0.5343269156492774
7Networks_RH_DorsAttn_Post_2,0.521825403662925,0.3795761769081313,0.40014717858315746
7Networks_RH_DorsAttn_Post_3,0.44099226194795565,0.48910723378428345,0.5512541218449309
7Networks_RH_DorsAttn_Post_4,0.4343107997201303,0.3868355084588216,0.4347321538021449
7Networks_RH_DorsAttn_Post_5,0.5707647538733002,0.5987469010821004,0.49364693429266276
7Networks_RH_DorsAttn_PrCv_1,0.6451282585446482,0.6312507778887163,0.6575698169008003
7Networks_RH_DorsAttn_FEF_1,0.5883840796743165,0.4421210349907697,0.5702907617624352
7Networks_RH_SalVentAttn_TempOccPar_1,0.5363283013500966,0.6696298920652664,0.6189371202104422
7Networks_RH_SalVentAttn_TempOccPar_2,0.4235002351805624,0.6634709582716527,0.5981753222533344
7Networks_RH_SalVentAttn_FrOperIns_1,0.18926682129285963,0.3087687093536573,0.34977986894391916
7Networks_RH_SalVentAttn_Med_1,0.1415481708828571,0.5699671413961488,0.43854545906911485
7Networks_RH_SalVentAttn_Med_2,0.6478697660775651,0.6284567552715604,0.6749687738198537
7Networks_RH_Limbic_OFC_1,0.03509826573600591,0.2847285475932439,0.20262977418409275
7Networks_RH_Limbic_TempPole_1,0.46592673994188843,0.738883314769579,0.6701590440708153
7Networks_RH_Cont_Par_1,0.2790143157094154,0.48793989085040534,0.4498143089204322
7Networks_RH_Cont_Par_2,0.11914199976496034,0.2157664580061081,0.21538124637462797
7Networks_RH_Cont_PFCl_1,0.3276768931190104,0.2697053451259871,0.3580300101481083
7Networks_RH_Cont_PFCl_2,0.509066821230428,0.597467362483735,0.5388957538190264
7Networks_RH_Cont_PFCl_3,0.4492637508101769,0.4163765989081261,0.4007457437914599
7Networks_RH_Cont_PFCl_4,0.33405461470225,0.17418427343717074,0.3372267494428927
7Networks_RH_Cont_Cing_1,0.5739484263170241,0.7373155724512642,0.6237182027510726
7Networks_RH_Cont_PFCmp_1,0.21457260263804204,0.6970465653146937,0.5349393472843218
7Networks_RH_Cont_pCun_1,0.22249763428734973,0.47488784018258806,0.37294105474700073
7Networks_RH_Default_Par_1,0.1940129415409522,0.20982663287313216,0.34908247100023176
7Networks_RH_Default_Temp_1,0.2340741727782154,0.3954582637061118,0.38445240600160696
7Networks_RH_Default_Temp_2,0.40403592167495345,0.8119076622881499,0.7027859707892544
7Networks_RH_Default_Temp_3,0.48889316091055324,0.6764374107275302,0.5822013024460837
7Networks_RH_Default_PFCv_1,0.6651213308743675,0.4893695032584016,0.5235782914308639
7Networks_RH_Default_PFCv_2,0.5939258131740173,0.6980527483361939,0.6321110516651953
7Networks_RH_Default_PFCdPFCm_1,0.20871278499476026,0.3285386731312626,0.2656868679788467
7Networks_RH_Default_PFCdPFCm_2,0.18386256089414696,0.32186208766854846,0.4206006591299109
7Networks_RH_Default_PFCdPFCm_3,0.3635096394097924,0.5090945187847399,0.5140925800556546
7Networks_RH_Default_pCunPCC_1,0.43534415903442397,0.7206655508332553,0.5542356088992867
7Networks_RH_Default_pCunPCC_2,0.47684749459322345,0.7339700595605366,0.6328000515965921
